word,meaning,partOfSpeech,example,example_ja,leapPart,leapNumber,tags
reign,①(君主などの)統治 (期間)②君臨する,名詞,"①During his reign, the country prospered. ②The queen reigned for 70 years.",①彼の統治の間、国は繁栄した。 ②女王は70年間君臨した。,Part4,1517,
federal,連邦の,形容詞,The federal government controls national policy.,連邦政府が国家政策を管理している。,Part4,1518,
communist,①共産主義(者)の ②共産主義者,形容詞,The communist government collapsed.,共産主義政府が崩壊した。,Part4,1519,
municipal,市(営)の，地方自治の,形容詞,The city is run by a municipal government.,市は地方自治政府によって運営されている。,Part4,1520,
estate,①(全)財産 ②地所,名詞,①He left his estate to his children. ②They bought an estate in the country.,①彼は財産を子どもたちに残した。 ②彼らは地方に地所を購入した。,Part4,1521,
asset,財産，資産,名詞,Her experience is a great asset.,彼女の経験は大きな財産だ。,Part4,1522,
revenue,(国などの)歳入，(事業などの)収益,名詞,The government's revenue increased last year.,政府の歳入は昨年増えた。,Part4,1523,
deficit,(会社，国の)赤字,名詞,The country has a large trade deficit.,その国は大きな貿易赤字を抱えている。,Part4,1524,
commerce,商業,名詞,E-commerce has grown rapidly.,電子商取引が急速に成長した。,Part4,1525,
output,①生産高 ②(エンジン，発電機などの)出力,名詞,①The factory's output doubled. ②The output of the generator was 500 watts.,①工場の生産高が2倍になった。 ②発電機の出力は500ワットだった。,Part4,1526,
subsidy,補助金,名詞,The government provides subsidies for clean energy.,政府はクリーンエネルギーへの補助金を提供している。,Part4,1527,
transaction,取り引き,名詞,All transactions are recorded online.,すべての取り引きがオンラインで記録される。,Part4,1528,
bankrupt,倒産した，破産した,形容詞,The company went bankrupt last year.,その会社は昨年倒産した。,Part4,1529,
monetary,①貨幣の ②金銭的な,形容詞,The government took monetary measures.,政府は貨幣的な措置を取った。,Part4,1530,
corporation,企業，法人,名詞,She works for a large international corporation.,彼女は大きな国際企業で働いている。,Part4,1531,
enterprise,①企業 ②(冒険的な)事業,名詞,①He set up his own enterprise. ②The new enterprise was exciting.,①彼は自分の企業を設立した。 ②新しい冒険的な事業はわくわくするものだった。,Part4,1532,
venture,①(ベンチャー)事業 ②危険を冒して行く,名詞,①The business venture failed. ②He ventured into the dark.,①そのビジネス事業は失敗した。 ②彼は危険を冒して暗闇に進んだ。,Part4,1533,
headquarters,本社，本部,名詞,The company's headquarters is in Tokyo.,会社の本社は東京にある。,Part4,1534,
personnel,①(官庁，会社などの)全職員〈複数扱い〉 ②人事,名詞,We need to hire more personnel.,私たちはもっと職員を雇用する必要がある。,Part4,1535,
entrepreneur,起業家,名詞,She is a successful entrepreneur.,彼女は成功した起業家だ。,Part4,1536,
predecessor,前任者，以前あったもの,名詞,Her predecessor left the job in good shape.,彼女の前任者は仕事を良い状態で残した。,Part4,1537,
toil,①(長時間)骨折って働く ②骨の折れる仕事,自動詞,①Workers toiled in the fields all day. ②The toil was exhausting.,①労働者たちは一日中畑で骨折って働いた。 ②骨の折れる仕事は疲れ果てるものだった。,Part4,1538,
undertake,(仕事など)を引き受ける，始める,他動詞,She undertook the task with great enthusiasm.,彼女はすばらしい熱意でその仕事を引き受けた。,Part4,1539,
merge,①合併する ②～を合併させる,自動詞,The two banks merged to form one large bank.,2つの銀行が合併して1つの大きな銀行を形成した。,Part4,1540,
comprise,①～から成る ②(割合)を占める,他動詞,The team comprises ten members.,チームは10人のメンバーから成る。,Part4,1541,
component,構成要素，成分，(車などの)部品,名詞,Each component of the engine must work perfectly.,エンジンの各構成要素が完璧に作動しなければならない。,Part4,1542,
framework,①枠組 ②骨組み,名詞,We need a clear framework for the project.,プロジェクトの明確な枠組みが必要だ。,Part4,1543,
prototype,①(of ～)(～の)原型 ②試作品 ③典型,名詞,They built a prototype of the new car.,彼らは新しい車の試作品を作った。,Part4,1544,
dimension,①(問題などの)側面，要因，次元 ②(―s)寸法，大きさ,名詞,①The problem has many dimensions. ②What are the dimensions of the room?,①その問題には多くの側面がある。 ②部屋の寸法はどのくらいですか？,Part4,1545,
margin,①余白，欄外 ②(票などの)差 ③端,名詞,①She wrote notes in the margin. ②He won by a small margin. ③She stood at the margin of the group.,①彼女は余白にメモを書いた。 ②彼はわずかな差で勝った。 ③彼女はグループの端に立っていた。,Part4,1546,
excel,(in ～)( ～において)優れている,自動詞,She excels in mathematics.,彼女は数学において優れている。,Part4,1547,
contradict,①～と矛盾する ②～に反論する,他動詞,①His actions contradict his words. ②She contradicted his account.,①彼の行動は言葉と矛盾する。 ②彼女は彼の説明に反論した。,Part4,1548,
consensus,(意見や証言などの)合意，総意,名詞,The committee reached a consensus.,委員会が合意に達した。,Part4,1549,
converse,①正反対 ②正反対の ③(with ～)(～と)会話する,名詞,①The converse is also true. ②The converse situation applies here. ③She conversed with him for an hour.,①逆もまた真実だ。 ②ここでは正反対の状況が当てはまる。 ③彼女は彼と1時間会話した。,Part4,1550,
inequality,不平等,名詞,Income inequality has grown in recent years.,近年、所得の不平等が拡大している。,Part4,1551,
equivalent,①等しい ②同等のもの,形容詞,①One kilometer is equivalent to 0.62 miles. ②There is no equivalent for this word.,①1キロメートルは0.62マイルに等しい。 ②この単語の同等のものはない。,Part4,1552,
compatible,(with ～)(～と)適合する，互換性がある,形容詞,Are these two programs compatible?,この2つのプログラムは互換性がありますか？,Part4,1553,
identical,同一の，うり二つの,形容詞,The twins wear identical clothes.,双子は同一の服を着ている。,Part4,1554,
correspond,①(to ～)(～と)一致する ②(with ～)(～と)(メールや手紙で)やりとりをする,自動詞,①His actions correspond to his words. ②They correspond with each other by email.,①彼の行動は言葉と一致する。 ②彼らはメールでやりとりをしている。,Part4,1555,
random,無作為の，でたらめの,形容詞,Students were chosen at random.,生徒たちが無作為に選ばれた。,Part4,1556,
warrior,戦士,名詞,The samurai were great warriors.,侍は偉大な戦士だった。,Part4,1557,
assault,襲撃，暴行,名詞,He was charged with assault.,彼は暴行の罪で起訴された。,Part4,1558,
troop,(―s)軍隊,名詞,Troops were sent to the border.,軍隊が国境に送られた。,Part4,1559,
shield,(against ～)(～に対する)盾、防御物,名詞,He used the door as a shield against the wind.,彼は風への盾として扉を使った。,Part4,1560,
torture,①拷問 ②辛いこと ③～を拷問にかける,名詞,①The prisoner was subjected to torture. ②Waiting was pure torture. ③They were accused of torturing prisoners.,①囚人は拷問にさらされた。 ②待つことは純粋な辛いことだった。 ③彼らは囚人を拷問にかけたと告訴された。,Part4,1561,
dispute,①論争，紛争 ②～に異議を唱える,名詞,①A dispute broke out between the neighbors. ②She disputed the claim.,①隣人の間で論争が起きた。 ②彼女はその主張に異議を唱えた。,Part4,1562,
combat,①戦闘 ②～と戦う,名詞,①Soldiers were killed in combat. ②We must combat climate change.,①兵士たちが戦闘で殺された。 ②気候変動と戦わなければならない。,Part4,1563,
tactics,戦術,名詞,The team changed its tactics at half time.,チームはハーフタイムに戦術を変えた。,Part4,1564,
quarrel,①(with ～)(～と)口論する ②口論,自動詞,①He quarreled with his brother. ②They had a bitter quarrel.,①彼は兄と口論した。 ②彼らは激しい口論をした。,Part4,1565,
contend,①（with ～）（～と）戦う ②（that SV）（～と）（強く）主張する,自動詞,①She had to contend with many problems. ②He contended that the policy was wrong.,①彼女は多くの問題と戦わなければならなかった。 ②彼は政策が間違いだと強く主張した。,Part4,1566,
slaughter,～を虐殺する，（食肉用に）殺す,他動詞,Millions of animals are slaughtered for food each year.,毎年何百万もの動物が食料のために殺される。,Part4,1567,
suppress,①（反乱，暴動）を鎮圧する ②（笑い，怒り）を抑える,他動詞,①Troops suppressed the rebellion. ②He suppressed a laugh.,①軍隊が反乱を鎮圧した。 ②彼は笑いを抑えた。,Part4,1568,
surrender,①（to ～）（～に）降伏する ②～を引き渡す,自動詞,①The enemy surrendered. ②He surrendered his passport.,①敵が降伏した。 ②彼はパスポートを引き渡した。,Part4,1569,
hostile,①敵意のある ②敵の ③（環境などが）厳しい,形容詞,①She was hostile to the new plan. ②Enemy forces entered hostile territory. ③Conditions were hostile to plant growth.,①彼女は新しい計画に敵意を持っていた。 ②敵軍が敵の領地に入った。 ③環境が植物の成長に厳しかった。,Part4,1570,
wreck,①（乗り物，家の）残骸 ②（健康を損ね）ボロボロの人,名詞,①The wreck of the ship was found. ②He was a complete wreck after the ordeal.,①船の残骸が発見された。 ②試練の後、彼は完全にボロボロだった。,Part4,1571,
toll,①犠牲者（数），被害 ②（高速道路などの）通行料 ③通話料,名詞,①The death toll rose to 50. ②You must pay a toll on this road. ③International calls incur a toll.,①死者の犠牲者数が50人に増えた。 ②この道路では通行料を払わなければならない。 ③国際電話は通話料がかかる。,Part4,1572,
disrupt,（活動の進行など）をかき乱す,他動詞,The storm disrupted flights across the region.,嵐が地域中のフライトをかき乱した。,Part4,1573,
interfere,（with ～）（～を）邪魔する，干渉する,自動詞,Please don't interfere with my work.,私の仕事を邪魔しないでください。,Part4,1574,
confront,①（困難などが人）に立ちふさがる ②（人が困難など）に直面する，立ち向かう,他動詞,①She was confronted with a difficult choice. ②She confronted her fears.,①彼女は難しい選択に立ちふさがられた。 ②彼女は恐怖に立ち向かった。,Part4,1575,
explode,①爆発する ②爆発的に増加する,自動詞,①The bomb exploded near the bridge. ②The population exploded in the 20th century.,①爆弾が橋の近くで爆発した。 ②20世紀に人口が爆発的に増加した。,Part4,1576,
collide,（with ～）（～と）衝突する,自動詞,The two cars collided at the junction.,2台の車が交差点で衝突した。,Part4,1577,
nephew,甥,名詞,My nephew is five years old.,私の甥は5歳だ。,Part4,1578,
infant,（主に歩く前の）幼児,名詞,The infant slept peacefully.,幼児は穏やかに眠った。,Part4,1579,
spouse,配偶者,名詞,Please include your spouse's name on the form.,書式に配偶者の名前を含めてください。,Part4,1580,
heir,相続人，後継者,名詞,He is the heir to a large fortune.,彼は大きな財産の相続人だ。,Part4,1581,
folk,①人々 ②民間（起源）の,名詞,①The folk of this village are very welcoming. ②She loves folk music.,①この村の人々はとても歓迎してくれる。 ②彼女は民間の音楽が大好きだ。,Part4,1582,
peer,①（―s）同等の人，同輩 ②（よく見えなくて）じっと見る,名詞,①He is respected by his peers. ②She peered through the window.,①彼は同輩に尊重されている。 ②彼女は窓からじっと見た。,Part4,1583,
recipient,受け取る人，被移植者,名詞,She was the recipient of the best teacher award.,彼女は最優秀教師賞の受け取る人だった。,Part4,1584,
navigate,①（旅などで）進路を決める ②～を克服して進む，～を航行する,自動詞,①She navigated the ship through the storm. ②He navigated his way through the crowd.,①彼女は嵐の中を船の進路を決めた。 ②彼は群衆を克服して進んだ。,Part4,1585,
flee,逃亡する,自動詞,The family fled from the war zone.,家族は戦争地帯から逃亡した。,Part4,1586,
retreat,①退く ②撤退，退却,自動詞,①The army retreated. ②The retreat was orderly.,①軍隊が退いた。 ②撤退は秩序正しかった。,Part4,1587,
crawl,這って進む，（渋滞などで）這うように進む,自動詞,The baby crawled across the floor.,赤ちゃんが床を這って進んだ。,Part4,1588,
hover,①（鳥などが）空中にとどまる ②うろつく，さまよう,自動詞,①The helicopter hovered over the rescue site. ②He hovered nervously outside the door.,①ヘリコプターが救助現場の上で空中にとどまった。 ②彼はドアの外で緊張しながらうろついた。,Part4,1589,
drift,漂う,自動詞,A boat drifted across the lake.,ボートが湖の上を漂った。,Part4,1590,
alter,～を変える,他動詞,She altered the dress to fit her better.,彼女はよりよく合うようにドレスを変えた。,Part4,1591,
convert,①（A into B）（A）を（B に）転換する ②～を改宗させる,他動詞,①He converted the garage into a study. ②She converted to Buddhism.,①彼はガレージを書斎に転換した。 ②彼女は仏教に改宗した。,Part4,1592,
overtake,～を追い越す,他動詞,She overtook the car in front on the highway.,彼女は高速道路で前の車を追い越した。,Part4,1593,
dispatch,（使者・軍隊など）を派遣する，（物資など）を送る,他動詞,A team was dispatched to the disaster area.,チームが災害地域に派遣された。,Part4,1594,
shrink,①縮む ②（数量が）減る ③～を縮ませる，減らす,自動詞,①The sweater shrank in the wash. ②Profits shrunk last year. ③The heat shrank the plastic.,①セーターが洗濯で縮んだ。 ②昨年、利益が減った。 ③熱でプラスチックが縮んだ。,Part4,1595,
wither,しおれる，しぼむ,自動詞,The flowers withered without water.,水なしで花がしおれた。,Part4,1596,
descend,降下する,自動詞,The plane began to descend.,飛行機が降下し始めた。,Part4,1597,
accelerate,～を加速する,他動詞,He accelerated the car on the empty road.,彼は空いた道で車を加速した。,Part4,1598,
fluctuate,（数値，物価が）変動する,自動詞,Prices fluctuate with supply and demand.,価格は需要と供給で変動する。,Part4,1599,
distort,～を歪める,他動詞,The heat distorted the metal.,熱が金属を歪めた。,Part4,1600,
crack,①割れる，砕ける ②（パンと）音を出す ③～を割る，砕く ④割れ目,自動詞,①The ice cracked under his weight. ②He cracked the whip. ③She cracked the nut. ④There is a crack in the wall.,①氷が彼の体重で割れた。 ②彼はムチをパンと鳴らした。 ③彼女はナットを割った。 ④壁に割れ目がある。,Part4,1601,
transition,移り変わり，推移,名詞,The country made a peaceful transition to democracy.,その国は平和的に民主主義への移り変わりを遂げた。,Part4,1602,
game-changer,革命的なこと,名詞,The new app is a real game-changer.,その新しいアプリは本当に革命的なことだ。,Part4,1603,
reinforce,～を補強する,他動詞,The army reinforced the border.,軍隊が国境を補強した。,Part4,1604,
foster,①（才能など）を育成する ②～の里親になる ③里親の,他動詞,①The program fosters creativity. ②They fostered three children. ③She is a foster mother.,①そのプログラムは創造性を育成する。 ②彼らは3人の子どもの里親になった。 ③彼女は里親の母だ。,Part4,1605,
breakdown,①崩壊 ②故障 ③衰弱,名詞,①There was a breakdown in communication. ②The car had a breakdown. ③He suffered a nervous breakdown.,①コミュニケーションの崩壊があった。 ②車が故障した。 ③彼は神経衰弱を患った。,Part4,1606,
collapse,①崩壊する，倒れる ②崩壊，倒れること,自動詞,①The building collapsed in the earthquake. ②The collapse was sudden.,①建物が地震で崩壊した。 ②崩壊は突然だった。,Part4,1607,
render,①（SVOC）（O）を（C）にする ②（援助など）を与える,他動詞,①The accident rendered him helpless. ②She rendered assistance to those in need.,①事故が彼を無力にした。 ②彼女は助けを必要としている人に援助を与えた。,Part4,1608,
impair,（人間の機能など）を低下させる，損なう,他動詞,Smoking impairs lung function.,喫煙は肺機能を低下させる。,Part4,1609,
undermine,～を弱める，揺るがす,他動詞,Constant criticism can undermine confidence.,絶え間ない批判が自信を弱めることがある。,Part4,1610,
cope,（with～）（～に）対処する,自動詞,She coped well with the pressure.,彼女はプレッシャーにうまく対処した。,Part4,1611,
tackle,～に取り組む,他動詞,We must tackle the problem of pollution.,汚染の問題に取り組まなければならない。,Part4,1612,
demolish,（建物など）を取り壊す,他動詞,The old factory was demolished.,古い工場が取り壊された。,Part4,1613,
confine,①～を閉じ込める ②（活動など）を制限する,他動詞,①The dog was confined in a small cage. ②Please confine your speech to five minutes.,①犬は小さな檻に閉じ込められた。 ②スピーチを5分に制限してください。,Part4,1614,
designate,（通例，受け身で）～を指定する,他動詞,This area is designated as a national park.,この区域は国立公園として指定されている。,Part4,1615,
regulate,①（主に規則によって）～を規制する ②（機器など）を調整する,他動詞,The government regulates food safety.,政府が食品安全を規制している。,Part4,1616,
refrain,（from ～）（～を）控える,自動詞,Please refrain from smoking in the building.,建物内での喫煙を控えてください。,Part4,1617,
prohibit,～を禁じる,他動詞,Photography is prohibited in the gallery.,ギャラリー内での撮影は禁じられている。,Part4,1618,
halt,①～を止める ②止まる ③停止,他動詞,①The police halted traffic. ②The train came to a halt. ③Work came to a halt.,①警察が交通を止めた。 ②電車が停止した。 ③作業が停止した。,Part4,1619,
constraint,制約,名詞,There are time and budget constraints.,時間と予算の制約がある。,Part4,1620,
stimulate,～を刺激する,他動詞,Music can stimulate the brain.,音楽が脳を刺激することができる。,Part4,1621,
animate,①～を活気づける ②～をアニメ化する,他動詞,①His speech animated the crowd. ②The studio animated the story.,①彼のスピーチが群衆を活気づけた。 ②スタジオがその話をアニメ化した。,Part4,1622,
spur,①～を駆り立てる，促す ②拍車，刺激，動機,他動詞,①His coach's words spurred him to train harder. ②Competition was a spur to innovation.,①コーチの言葉が彼をより一生懸命トレーニングするよう駆り立てた。 ②競争が革新への刺激だった。,Part4,1623,
urge,①～をせき立てる，～に強く勧める ②（何かがしたい）衝動,他動詞,①She urged him to see a doctor. ②He felt a strong urge to laugh.,①彼女は彼に医者に行くようせき立てた。 ②彼は笑いたいという強い衝動を感じた。,Part4,1624,
compel,（A to do）（A）に（～することを）強制する,他動詞,The law compels all drivers to wear seatbelts.,法律はすべての運転手にシートベルトを着用することを強制する。,Part4,1625,
blur,①～をぼやかす ②ぼやける,他動詞,①Rain blurred the view. ②The writing was blurred.,①雨が景色をぼやかした。 ②文字がぼやけていた。,Part4,1626,
divert,①（川など）の方向を変える ②（注意など）をそらす,他動詞,①They diverted the river. ②She tried to divert his attention.,①彼らは川の方向を変えた。 ②彼女は彼の注意をそらそうとした。,Part4,1627,
reverse,①～を逆転する，覆す ②逆 ③逆の,他動詞,①She reversed her decision. ②Do the reverse of what he says. ③Do it in reverse order.,①彼女は決定を逆転した。 ②彼の言う逆のことをしなさい。 ③逆の順番でそれをしなさい。,Part4,1628,
overshadow,～の影を薄くさせる,他動詞,Her success was overshadowed by tragedy.,彼女の成功は悲劇によって影が薄くなった。,Part4,1629,
worsen,～を悪化させる,他動詞,The situation worsened after the storm.,嵐の後、状況が悪化した。,Part4,1630,
jeopardize,（生命，経歴，制度など）を危険にさらす,他動詞,Reckless driving jeopardizes lives.,無謀な運転は命を危険にさらす。,Part4,1631,
supplement,①（栄養，収入など）を補う ②補充，栄養補助食品 ③付録,他動詞,①She supplements her income with freelance work. ②He takes vitamin supplements. ③The newspaper has a weekend supplement.,①彼女はフリーランスの仕事で収入を補っている。 ②彼はビタミンの栄養補助食品を摂取している。 ③その新聞には週末の付録がある。,Part4,1632,
pose,～をもたらす,他動詞,The chemicals pose a serious risk.,その化学物質は深刻なリスクをもたらす。,Part4,1633,
induce,①～を引き起こす ②((人)to do)(人)に～するよう説得する,他動詞,①The drug induces sleep. ②Nothing could induce him to change his mind.,①その薬は眠りを引き起こす。 ②何も彼の考えを変えるよう説得することができなかった。,Part4,1634,
betray,①～を裏切る ②～を漏らす，（うっかり）さらけ出す,他動詞,①He betrayed his country. ②His nervous smile betrayed his feelings.,①彼は国を裏切った。 ②緊張した笑顔が感情をさらけ出した。,Part4,1635,
bully,①～をいじめる ②いじめっ子,他動詞,①Bigger kids bullied him. ②He was known as the school bully.,①大きな子どもたちが彼をいじめた。 ②彼は学校のいじめっ子として知られていた。,Part4,1636,
disregard,～を無視する,他動詞,He disregarded the doctor's advice.,彼は医者のアドバイスを無視した。,Part4,1637,
squeeze,①（果汁など）を搾る ②（手，指で）～を強く押す,他動詞,①She squeezed juice from the orange. ②He squeezed her hand.,①彼女はオレンジから果汁を搾った。 ②彼は彼女の手を強く押した。,Part4,1638,
rub,①～をこする ②(against ～)( ～に)こすりつける,他動詞,①She rubbed the stain. ②His collar rubbed against his neck.,①彼女はシミをこすった。 ②彼の襟が首にこすりつけた。,Part4,1639,
smash,～を粉砕する,他動詞,He smashed the window with a rock.,彼は岩で窓を粉砕した。,Part4,1640,
insert,①～を差し込む ②（語句など）を書き込む,他動詞,①Insert the card into the slot. ②She inserted a note into the report.,①スロットにカードを差し込んでください。 ②彼女はレポートに注釈を書き込んだ。,Part4,1641,
detach,（A from B)（A）を（B から）切り離す,他動詞,She detached the label from the bottle.,彼女はボトルからラベルを切り離した。,Part4,1642,
withdraw,①～を引っ込める ②（預金など）を引き出す ③退く,他動詞,①She withdrew her hand. ②He withdrew money from the ATM. ③Troops withdrew from the border.,①彼女は手を引っ込めた。 ②彼はATMからお金を引き出した。 ③軍隊が国境から退いた。,Part4,1643,
compile,～をまとめる，(辞書などを)編纂する,他動詞,She compiled a list of useful websites.,彼女は役立つウェブサイトのリストをまとめた。,Part4,1644,
browse,①拾い読みする ②～を拾い読みする,自動詞,①He browsed through the magazine. ②She browsed the internet for recipes.,①彼は雑誌を拾い読みした。 ②彼女はレシピをインターネットで拾い読みした。,Part4,1645,
manipulate,～を操作する,他動詞,He manipulated the data to support his argument.,彼は議論を支持するためにデータを操作した。,Part4,1646,
implement,①(契約，計画など)を実行する ②(単純な)道具,他動詞,①The school implemented a new policy. ②A hammer is a simple implement.,①学校が新しい政策を実行した。 ②ハンマーはシンプルな道具だ。,Part4,1647,
execute,①～を遂行する，実行する ②～を処刑する,他動詞,①She executed the plan perfectly. ②He was executed for the crime.,①彼女は計画を完璧に遂行した。 ②彼はその犯罪で処刑された。,Part4,1648,
host,①(大会など)を主催する ②(a ― of)多くの ③(客を接待する)主人(*女性も含む)，主催者，開催地，≪生物≫宿主,他動詞,①Japan hosted the Olympics. ②A host of problems arose. ③She was a gracious host.,①日本がオリンピックを主催した。 ②多くの問題が生じた。 ③彼女は優雅な主人だった。,Part4,1649,
mount,①～を据え付ける ②(馬，自転車)に乗る ③増加する,他動詞,①He mounted the camera on the tripod. ②She mounted the horse. ③Pressure is mounting.,①彼はカメラを三脚に据え付けた。 ②彼女は馬に乗った。 ③プレッシャーが増加している。,Part4,1650,
discharge,①～を排出する ②(職務，任地などから)～を解放する,他動詞,①The factory discharged waste into the sea. ②He was discharged from hospital.,①工場が廃棄物を海に排出した。 ②彼は病院から解放された。,Part4,1651,
drain,①～の水を抜く ②～の水分を切る ③(液体が)流出する，乾く,他動詞,①He drained the pool. ②Drain the pasta. ③The water drained slowly.,①彼はプールの水を抜いた。 ②パスタの水分を切ってください。 ③水がゆっくり流出した。,Part4,1652,
soak,①～を浸す ②(up)(日光，考えなど)を吸収する,他動詞,①She soaked the beans overnight. ②He soaked up the sunshine.,①彼女は豆を一晩浸した。 ②彼は日光を吸収した。,Part4,1653,
dip,①～を（ちょっと）つける，浸す ②～を少し下げる,他動詞,①She dipped the brush in the paint. ②Temperatures dipped overnight.,①彼女はブラシを絵具につけた。 ②夜間に気温が少し下がった。,Part4,1654,
suspend,①～を吊るす ②～を中断する ③～を停職［停学］にする,他動詞,①The chandelier was suspended from the ceiling. ②Work was suspended due to rain. ③The student was suspended for a week.,①シャンデリアが天井から吊るされていた。 ②雨のため作業が中断された。 ③生徒は1週間停学にされた。,Part4,1655,
extract,①～を取り出す，抽出する ②抽出したもの，抜粋,他動詞,①She extracted the juice from the lemon. ②Here is an extract from the speech.,①彼女はレモンから果汁を抽出した。 ②これがスピーチからの抜粋だ。,Part4,1656,
slap,～を平手打ちする,他動詞,She slapped him across the face.,彼女は彼の顔を平手打ちした。,Part4,1657,
embrace,①～を抱擁する ②(思想など)を受け入れる,他動詞,①She embraced her daughter. ②He embraced the new idea.,①彼女は娘を抱擁した。 ②彼は新しいアイデアを受け入れた。,Part4,1658,
embark,(on ～)(～に)着手する，乗り込む,自動詞,She embarked on a new career.,彼女は新しいキャリアに着手した。,Part4,1659,
intervene,(in ～)( ～に)介入する,自動詞,The police intervened to stop the fight.,警察が喧嘩を止めるために介入した。,Part4,1660,
penetrate,①～に入り込む ②～を貫通する ③貫通する，入る,他動詞,①The bullet penetrated the wall. ②Light penetrated the clouds.,①弾丸が壁を貫通した。 ②光が雲に入り込んだ。,Part4,1661,
intrude,(on～)(～に)立ち入る,自動詞,I'm sorry to intrude on your privacy.,プライバシーに立ち入ってすみません。,Part4,1662,
utilize,～を利用する,他動詞,She utilized all available resources.,彼女はすべての利用可能なリソースを利用した。,Part4,1663,
embed,(in...)(...に)～を埋め込む,他動詞,The journalist was embedded with the troops.,ジャーナリストが軍隊に埋め込まれていた。,Part4,1664,
allocate,～を割り当てる,他動詞,The government allocated funds for education.,政府が教育のための資金を割り当てた。,Part4,1665,
coordinate,(活動など)をうまく調整する,他動詞,She coordinated the volunteers effectively.,彼女はボランティアたちをうまく調整した。,Part4,1666,
blink,まばたきする,自動詞,He blinked in the bright light.,彼は明るい光の中でまばたきをした。,Part4,1667,
spin,①ぐるぐる回る ②～を回す ③～を紡ぐ,自動詞,①The wheel spun fast. ②She spun the bottle. ③He spun the thread.,①車輪がすばやく回った。 ②彼女はボトルを回した。 ③彼は糸を紡いだ。,Part4,1668,
rotate,①回転する ②～を回転させる,自動詞,①The Earth rotates on its axis. ②Rotate the handle to open.,①地球は自分の軸を中心に回転する。 ②ハンドルを回転させて開けてください。,Part4,1669,
scramble,急いで動く,自動詞,They scrambled to get the last ticket.,彼らは最後のチケットを取ろうと急いで動いた。,Part4,1670,
vanish,消える,自動詞,The magician made the rabbit vanish.,手品師がウサギを消した。,Part4,1671,
snap,①ポキンと折れる ②～をポキンと折る、～をパチンと鳴らす,自動詞,①The branch snapped in the wind. ②She snapped the twig in two.,①枝が風でポキンと折れた。 ②彼女は小枝をポキンと2つに折った。,Part4,1672,
rattle,①ガタガタ鳴る ②～を鳴らす ③ガラガラ,自動詞,①The windows rattled in the storm. ②She rattled the keys.,①嵐で窓がガタガタ鳴った。 ②彼女は鍵をガラガラ鳴らした。,Part4,1673,
cease,(to do )～しなくなる,他動詞,The noise ceased at midnight.,騒音が真夜中に止まった。,Part4,1674,
haste,急ぐこと〈不可算〉,名詞,"In her haste, she forgot her keys.",急いでいたため、彼女は鍵を忘れた。,Part4,1675,
conceal,～を隠す,他動詞,He concealed the truth from everyone.,彼は全員から真実を隠した。,Part4,1676,
disguise,①～を(偽装して)隠す ②(oneself as ～)～に変装する ③変装,他動詞,①She disguised herself as a man. ②He disguised his feelings. ③He came in disguise.,①彼女は男性に変装した。 ②彼は感情を隠した。 ③彼は変装して来た。,Part4,1677,
deceive,～をだます,他動詞,He deceived her into giving him money.,彼は彼女をだましてお金を渡させた。,Part4,1678,
neglect,①～を怠る，放置する ②(子ども)の世話をしない ③放置,他動詞,①She neglected to lock the door. ②He neglected his children. ③Years of neglect had damaged the house.,①彼女はドアに鍵をかけるのを怠った。 ②彼は子どもたちの世話をしなかった。 ③何年もの放置が家を傷めた。,Part4,1679,
evacuate,(しばしば受動態で)～を避難させる,他動詞,Residents were evacuated before the flood.,住人たちは洪水の前に避難させられた。,Part4,1680,
coincide,①(with ～)(～と)同時に起きる ②(with ～)(～と)一致する,自動詞,①The festival coincided with a public holiday. ②Their views coincide on most issues.,①そのフェスティバルは祝日と同時に起きた。 ②彼らの意見はほとんどの問題で一致する。,Part4,1681,
prevail,①(考え，習慣などが)普及している ②(最後に人，考えが)優勢となる,自動詞,"①A belief in hard work still prevails. ②In the end, justice prevailed.",①努力への信念がまだ普及している。 ②最終的に正義が優勢となった。,Part4,1682,
sustain,(生命など)を維持する，支える,他動詞,Her support sustained him through hard times.,彼女のサポートが困難な時期に彼を支えた。,Part4,1683,
linger,①(いつまでも)残る ②(on)長居する,自動詞,①The smell of food lingered in the room. ②She lingered over coffee.,①料理の匂いが部屋に残っていた。 ②彼女はコーヒーを飲みながら長居した。,Part4,1684,
revive,①生き返る，よみがえる ②～を生き返らせる,自動詞,①She was revived by the cool water. ②Interest in folk music has revived.,①彼女は冷たい水で生き返った。 ②フォークミュージックへの関心がよみがえった。,Part4,1685,
resume,①～を再開する ②再開する ③〈米〉履歴書 ④概要，レジュメ,他動詞,①She resumed work after her break. ②The negotiations resumed. ③Send your resume to apply. ④Here is a brief resume.,①彼女は休憩後に仕事を再開した。 ②交渉が再開された。 ③応募するために履歴書を送ってください。 ④簡単な概要です。,Part4,1686,
outbreak,発生，勃発,名詞,An outbreak of flu spread through the school.,インフルエンザの発生が学校に広がった。,Part4,1687,
inspect,～を検査する,他動詞,The officer inspected the building for safety.,担当者が安全のために建物を検査した。,Part4,1688,
expedition,①(研究・探求・戦争目的の)探検，遠征 ②探検隊,名詞,They joined an expedition to the Arctic.,彼らは北極への探検に参加した。,Part4,1689,
enroll,①(in ～)(～に)入学する ②(be ―ed)在籍している,自動詞,She enrolled in an online English course.,彼女はオンライン英語コースに入学した。,Part4,1690,
